Review	Original	Predicted	NIST	BLEU	METEOR
produto muito bom funcionou perfeitamente na impressora gostei recomendo .	cartuchos hp xl	muito bom	0.0	0	0.0
essa tinta é excelente , pinta a casa sozinha , cozinha pra voce , dirige pra voce e conversa com você . o melhor de tudo é que bem com pedacinhos de diamantes e esmeraldas juntamente com a tinta . adorei !	excelente	excelente	0.0	0.1778279410038923	0.5
ótimo produto , foi entregue antes do prometido . com certeza recomendo esse produto	ótimo produto	ótimo produto	1.0	0.316227766016838	0.9375
gostei do produto , ele é bom para para o que foi designado .	gostei do produto	goste do	0.39624062518028896	0.09069748827745895	0.17241379310344826
simples de instalar e eficiente na proteção e na finalidade proposta . ótima qualidade e acabamento .	ótimo produto	produto excelente	0.5	0.1495348781221221	0.25
já abri reclamação e estou aguardando retorno pois não recebi o produto e ninguém me posicionou como procederão neste caso . recebi um email em / dizendo que fariam contato com o parceiro que deveria ter feito a entrega , porém até o momento não tive retorno .	não recebi o produto	não recebi	0.2638099976421876	0.11633369384516798	0.4934210526315789
se não fosse pelo fio e barulho alto , teria nota  ! ela é muito potente . já tive  electrolux sem fio , mas a bateria é dor de cabeça , cara para trocar e muito fraquinho .	nota	bateria fraca	0.0	0	0.0
ótimo o produto . recomendo e compraria novamente	lança dardo nerf elite	ótimo	0.0	0	0.0
como americanas . com tem conhecimento eu não recebi essa mercadoria porque não tinha em estoque para cumprir o prazo de entrega , sendo assim a compra foi cancelada e estou aguardando devolução do valor pago .	conheço o produto porque já comprei com outro distribuidor .	não recebi	0.0	0	0.0
o audio impressiona , como as caixas de som do paraguai , razoávelmente alto o sufiente para um quarto , agora a iluminação deixa a desejar e muito são apenas w literalmente , nao pense que sera forte pois nao , se tiver suporte para duas lampadas em seu soquete compre se nao , bom fica a seu criterio	bom mas .				
eu acho prático demais , acabou o esfrega esfrega de pano no tanque ! recomendo ! mtooo útil	top !	muito bom	0.0	0	0.0
ótimo ! estregou rápido antes do prazo ! produto excelente !	ótimo	ótimo	0.0	0.1778279410038923	0.5
veio  com defeito não liga entrei em contato com a americanas e nada foi resolvido	com  um veio com defeito	veio com defe	0.4042385927214426	0.12336445138236939	0.39062499999999994
além de eficiência é um produto bonito que enfeita a cozinha .	o produto atende as minhas necessidades .	produto muito	0.001877468787183873	0.012274570264879268	0.07692307692307691
produto com ótimo custo benefício , vale apenas o investimento	gostei do produto	ótimo custo	0.0	0	0.0
ótimo produto . vale a pena adquirir , eu recomendo . atendeu sim todas minhas expectativas . preço acessível !	correspondente ao esperado !	ótimo produto	0.0	0	0.0
acho que deveria especificar melhor o produto pois na apresentação do produto não diz que necessita de acessórios , comprei achando que viria completo e agora estou com o produto parado pois não comunicaram que precisaria comprar acessórios nem se quer indicaram alguma loja que vende esse tipo de acessório	não gostei muito	não goste	0.39624062518028896	0.09069748827745895	0.17241379310344826
gostaria de troca esta máquina pela legend e junto com a máquina de acabamento me ajude minha mãe comprou errado	troca a maquina	não goste	0.0	0	0.0
realizei a compra no dia // e até agora não recebi o procuto , nem tão pouco uma justificativa do japa black ou do site lojas americanas . péssimo atendimento e um desrespeito total !	não recebi o produto	não recebi	0.2638099976421876	0.11633369384516798	0.4934210526315789
é a primeira vez que compro nos site das lojas americanas , e gostei muito do pronto atendimento e do fato do cumprimento do prazo de entrega . recomendo !	prazo de entrega dentro do previsto	goste muito	0.0	0	0.0
gostei muito do produto . era justamente o que aguardava . também estou muito satisfeito com o atendimento e entrega . parabéns pelo excelente trabalho !	excelente qualidade	goste muito	0.0	0	0.0
é uma imitação bem feita , mais não e original , comprei a vendedor goldenn	não comprem esse produto não é original	imitação	0.0	0	0.0
melhor forma que encontrei de organizar os lenços , principalmente porque não ficam amassados .	otimo	muito bom	0.0	0	0.0
super recomendo , gostei muito . os alimentos ficam super crocantes e de fácil manuseio	excelente	ótimo produto	0.0	0	0.0
de boa qualidade e bom o custo beneficio .	ótimo produto	bom produto	0.5	0.1495348781221221	0.25
entrega antes do prazo , tudo correto ! recomendo a todos	excelente	ótimo	0.0	0	0.0
recomendo , chegou tudo certinho rápido e lacrado ! se o preço não fosse bom eu não teria comprado , pois valorizo meu dinheiro !	compra segura	goste muito	0.0	0	0.0
suporta bastante peso ! material bem rígido e de ótima qualidade !	muito resistente !	muito bom !	1.0566416671474375	0.13512001548070346	0.3333333333333333
o produto funcionou durante duas semanas e agora ele não está marcando o peso corretamente , as vezes a tara dele marca sozinha . não estou satisfeito com o produto .	produto parou de funcionar corretamente	produto bom	0.033688423633228826	0.03336574130316504	0.10638297872340426
pior que produto bacião , péssima qualidade , totalmente ching ling	péssima qualidade	péss	0.0	0	0.0
gostei superou minhas expectativas . veio igual aos das fotos de apresentação do site da loja . só tivemos dificuldades em montar , as instruções são vagas , tivemos que procurar no youtube . tirando isso amei minha compra .	excelente compra !	goste muito	0.0	0	0.0
com excessão da câmera frontal , ele é ótimo , principalmente essa versão de g .	bom custo-benefício	ótimo produto	0.0	0	0.0
amei esse conjunto de panelas . são ótimas , atendem bem minhas necessidades e são lindas !	muito bom !	amei	0.0	0	0.0
é de boa qualidade , muitofácil de montar , possui um bom acabamento .	gostei muito	muito bom	0.5	0.1495348781221221	0.25
atrasaram a entrega , não entraram em contato para agendar nova data e agora tive que entrar em contato com meu banco para realizar o desacordo comercial ! muito ruim o atendimento ao cliente .	não recebi o produto	não recebi	0.2638099976421876	0.11633369384516798	0.4934210526315789
o filtro é eficiente apenas para retirar cloro da água , cheiros e algumas impurezas , não é completo , ou seja , não mata todas as bactérias	regular	não goste	0.0	0	0.0
na minha concepção o relógio é extremamente elegante , o único ponto negativo , é que ele infelizmente chegou com dois pinos danificados .	satisfação .	relógio muito	0.0	0	0.0
ótimo custo/benefício para quem quer funcionalidade sem extravagância .	recomendo !	ótimo custo	0.0	0	0.0
recomendo o produto para todos da familiar . parabéns .	produto de ótima qualidade .	muito bom	0.0	0	0.0
produto entregue bem antes do prazo , serviço confiável ! estou bem satisfeita !	ótimo serviço é excelente produto !	goste muito	0.0	0	0.0
simplesmente péssimo produto , não dá pra usar ! qualquer massa que se coloque nas formas vaza pelas laterais do fundo , ou seja , não presta ! dinheiro jogado fora !	péssimo ! não comprem !	péssimo	4.19632592148615e-05	0.003257032351754417	0.10869565217391304
atende as expectativas . apenas o freezer poderia ser um pouco menor passando o espaço para o refrigerador .	atende às expectativas	atende as expectativas	1.0566416671474375	0.13512001548070346	0.3333333333333333
o produto é muito bom , fácil manejo , respnde as minhas necessidades reais .	produto muito bom , atendeu realmente as minhas necessidades .	goste muito	3.001792562952983e-05	0.002738826828955665	0.05434782608695652
nao sei se só com o meu mas a embalagem o perfume veio sem o plástico que reveste a caixa original	sem fixação menos de  hora	perf perf	0.0	0	0.0
muito bom ! excelente para lavar as paredes de azulejo ! recomendo !	avaliação	excelente	0.0	0	0.0
o produto era pra ter chegado dia / , hoje é / e ainda nao chegou . a americanas me liga x na semana pra dizer que ainda nao chegou e diz que ira retornar em  dias uteis . nada foi resolvido . nao recomendo .	atraso	nao chegou	0.0	0	0.0
super indico o produto tanto em qualidade como em aparência .	samsung sempre surpreendendo !	excelente	0.0	0	0.0
um excelente aspirador , suga muito bem toda sujeira . adorei o meu produto , eu super indico !	gostei muito do produto !	excelente	0.0	0	0.0
o tapete que recebi não condiz com o anunciado , baixa qualidade .	produto ruim	tape	0.0	0	0.0
estou aguardando o produto até hoje . muito ruim ter que aguardar tanto tempo por um produto .	não recebi o produto , como posso avaliar ?	não recebi	0.00022841969768827992	0.009549251099193677	0.2259036144578313
o produto é o que eu esperava , super confortável e mto fácil de montar . recomendo .	excelente produto	produto muito	0.5	0.1495348781221221	0.25
produto maravilhoso , designer sensacional , entrega super rápida . recomendo .	produto excelente	excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
sim gostei do produto , só não é como a foto onde aparece escrito no nome inteiro no painel , exemplo bluetooth e sim abreviado .	gostei do produto	bom	0.0	0	0.0
muito bom ensinamentos cristão vale comprar assistir	gostei excelente recomendo	gos muito bom	0.0	0	0.0
não tive nenhum problema com esse produto , estou usando ele . está tudo ok	gostei	goste muito	0.0	0	0.0
adorei o produto excelente qualidade , deixa o cabelo muito macio e com um brilho intenso , simplesmente amei .	otimo	excelente	0.0	0	0.0
infelizmente o som da tv é muito ruim . me arrependi de ter comprado	som muito inferior	som ruim	0.39624062518028896	0.09069748827745895	0.17241379310344826
aparelho de excelente qualidade , com um preço megamente atrativo , amei . super recomendo	amei o produto	excelente	0.0	0	0.0
ficou lindo na sala , as portas de correr são muito praticas , não tenho nenhuma reclamação , só elogios , chegou dentro do prazo , e o vendedor super atencioso .	ficou lindo	amei o produto	0.0	0	0.0
gostei muito deste produto , era o que eu esperava dele .	escelente .	goste muito	0.0	0	0.0
gostei muito super recomendo continurm assim o site está ótimo as promoções maravilhosas amei	gostei muito do produto	amei	0.0	0	0.0
infelizmente não foi entregue o produto corretamente , pois foi solicitado o preto e foi entregue o prata . fora isso , gostei do produto .	pedestal bom	goste do	0.0	0	0.0
fiquei decepcionada , pois o produto ficou  horas enrolado em vez de  minutos como diz na bula , e o mesmo se fez com o fixador neutralizante , que ficou  minutos e assim mesmo a permanente não pegou . o cabelo ficou liso em uma semana . atenciosamente suzana	não gostei do produto !	produto bom	0.033688423633228826	0.03336574130316504	0.10638297872340426
produto recebido dentro do prazo , veio conforme pedido e atendeu as necessidades , funcionou bem na impressora e com uma boa impressão .	atendeu as necessidades	produto bom	0.0	0	0.0
os talheres são bem bonitos , com um desenho elegante e peso interessante . não é tão leve como alguns mais baratos . a única ressalva é quanto ao acabamento de algumas peças , pois achei que poderia ser ainda melhor . mas vale muito a pena . ótimo custo-benefício .	faqueiro de altíssima qualidade !	ótimo custo	0.0	0	0.0
a lavadora já chegou com a placa queimada . nem ligava . já mandei devolver .	não funcionou	péss	0.0	0	0.0
esse produto me remete a minha infância , eu gosto muito .	eu já conhecia o produto	goste muito	0.0	0	0.0
muito bom ! recomendo , veio embalado perfeitamente ! super macio e confortável . só não vieram as porcas .	ótimo sofá ! adorei e chegou antes do prazo !	excelente	0.0	0	0.0
usei uma vez só até o momento , e ele atende aos propósitos !	bom produto	atende aos	0.0	0	0.0
o produto é de boa qualidade , muito bom mesmo , pena que veio com a voltagem errada , era pra ser  volts e veio com  volts . fora esse problema o produto é de excelente qualidade , eu recomendo o produto .	adorei o produto !	goste muito	0.0	0	0.0
tv excelente , chegou antes do prazo , lojas americanas está de parabéns . tv muito rápida , as funções são fáceis de manusear , muito intuitivo . apenas o controle que poderia ter as teclas com luminosidade no escuro , mas no geral a tv é excelente . pode comprar que não irão se arrepender .	tv lg  k smart				
usava iphone mas sinceramente minha vida não mudou em nada com o j prime da samsung pelo contrário ficou ainda melhor	excelente	muito bom	0.0	0	0.0
produto maravilhoso , atende as necessidades e a qualidade é excelente	produto excelente !	excelente	0.00977286494181979	0.024066394763145416	0.17857142857142855
no tamanho ideal para minha casa , de teflon , estampa perfeita que combina com minha decoração .	pipoqueira perfeita	muito bom	0.0	0	0.0
todo em mdf . com o melhor manual que já vi . poderia melhorar apenas na informação da montagem da base . e vir com alguns parafusos extras . faltaram alguns parafusos e uns vieram sem cabeça . no transporte teve alguns cantos arranhados . mas é um otimo produto sem dúvida .	ótimo produto !	otimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
agradou em tudo . e os prazos de entrega das americanas são extremamente rápidos . show .	perfeito	ótimo produto	0.0	0	0.0
tem pouco tempo de uso . não tenho o que reclamar . está tendo bom desempenho no sol , na chuva .	bom pneu	bom produto	0.5	0.1495348781221221	0.25
celular muito bom entrega oq prometem e estou tentando excelente experiência com ele	excelente	muito bom	0.0	0	0.0
produto entregue antes do prazo determinado , muito bom	produto	muito bom	0.0	0	0.0
prezados senhores , até a presente data a mercadoria encomendada não me foi entregue , solicito de v . sas providencia na solução deste problema . atenciosamente , rogério lopes de moura fé	mercadoria não recebida	produto entregue	0.0	0	0.0
como sempre amo comprar na americana entrega antes do prazo parabéns .	amei o produto	excelente	0.0	0	0.0
ótimo produto , ajuda muito no desenvolvimento da criança e ainda dá um respiro pra mãe que tem atividades a fazer .	cadeirinha de bebê	ótimo produto	0.0	0	0.0
a imagem ilustradas mostra que é smart tv led de  e quando eu li o produto falando que e de  achei estranho	comprei agora estou aguardando pela imagem ilustradas	imagem ilustra	0.001877468787183873	0.012274570264879268	0.07692307692307691
a bateria não é samsung é elgscreen e não consegui carregar com duas diferentes fontes de energia	propaganda enganosa	bateria não	0.0	0	0.0
produto muito bom . foi indicada ou amigos . usei e teve excelentes resultados . experimente , vc também vai aprovar .	pomada para massagem	excelente	0.0	0	0.0
na segunda vez de uso , formou uma bolha de água comonse fosse bexiga e a mangueira estourou !	não gostei !	não goste	0.39624062518028896	0.09069748827745895	0.17241379310344826
para que gosta de fazer bolo , ótimo produto para fazer a quantidade certa .	ótimo produto	ótimo produto	1.0	0.316227766016838	0.9375
muito bom , não aquece e a bateria dura mais que um dia .	atende perfeitamente	ótimo	0.0	0	0.0
não tem reforço na área das orelhas , por isso , o tecido rasga facilmente . depois de uma semana de uso já está bem desgastado , quase sendo inutilizado .	poderia ser melhor	não goste	0.0	0	0.0
gostei muito , sempre quiz ter uma chapinha igual , mas era muito cara , aqui o preço é ótimo	adorei o produto	muito bom	0.0	0	0.0
este chocolate está muito caro no atacadão está  ,  de  ,	carissimo	cho cho	0.0	0	0.0
fui roubado pela americanas . vou procurar meus direitos	não recebi o produto	não recebi	0.2638099976421876	0.11633369384516798	0.4934210526315789
bom pra currículo educacional extracurriculares e bibliotecas !	didático e visual	bom	0.0	0	0.0
a minha maquina esta travando e não estou conseguindo costurar oque faço	maquina travando	travando	0.1319049988210938	0.06541924356118012	0.2631578947368421
conjunto de travessas excelentes para o dia-a-dia e datas festivas . pode ser levado ao forno e ao freezer , sem preocupações . muito bom mesmo .	excelente	excelente	0.0	0.1778279410038923	0.5
jogo muito difícil de entender e pegar o jeito , mas muito envolvente e interessante , vale a pena !	garante uma bela jogatina	jogo muito	0.0	0	0.0
o livro não foi entregue , sempre comprei na americana , e sempre fui bem atendido , mercadoria entregue até antes do prazo , porém desta vez me decepcionei , comprei dois livros e só me enviaram um . gostaria de saber o porque de não entregar . cordialmente , professor ademir p . zanferrari .	entrega				
comprei e não recebi até hoje mandei sms e nem me responderam fica dica . quanto a avaliação do produto só em sonho !	não recebi o produto !	não recebi	0.06737684726645765	0.07055995207471726	0.39893617021276595
infelizmente o produto veio com defeito . eu tenho um igual , mas funciona perfeitamente .	produto com defeito	produto com	0.7924812503605779	0.19180183554164504	0.6465517241379309
chegou rápido e foi fácil de montar , gostei bastante .	ótima qualidade !	goste muito	0.0	0	0.0
estou muito satisfeita com o produto e o atendimento excelente super recomendo recebi o meu micro  dias antes do previsto amei .	ótimo produto	adorei o	0.0	0	0.0
produto de boa qualidade e preço justo . muito satisfeito com a compra .	muito bom	goste muito	0.5	0.1495348781221221	0.25
excelente . leve , pratico e funcional . para quem tem que usar grampeador , este eh muito eficiente	elogio	excelente	0.0	0	0.0
monitor com dimensões de acordo com o anunciado e econômico . recomendo !	excelente produto !	monitor	0.0	0	0.0
ótimo para assar peixes e frango , pois carne ainda não testei , ótimo produto , vale muito apena .	recomendo	ótimo produto	0.0	0	0.0
faltava uma boa opção de bio da banda . não falta mais .	finalmente	goste do	0.0	0	0.0
tênis muito bonito e resistente , pra você que está achando ele muito azul você tem razão , porém quando você coloca no pé essa impressão some .	produto de qualidade e bom preço	muito bom	0.007969428105624642	0.020237345084409754	0.08928571428571427
produto excelente ! a imagem é boa , a função smart funciona perfeitamente e o designer é lindo ! super recomendo !	adorei !	excelente produto	0.0	0	0.0
pessimo sem manual de como usar ou mesmo colocar as pilhas .	nao afia	pessim	0.0	0	0.0
não sei se foi a loja ou o correio , más eu não recebi o produto .	não recebi o produto .	não recebi	0.06737684726645765	0.07055995207471726	0.39893617021276595
produto de otima qualidade recomendo . x x x xz x xz zx xz	recomendo	otimo	0.0	0	0.0
é um otimo aparelho , funciona super bem e é muito bonito .	gostei do produto	otimo aparelho	0.0	0	0.0
livro bom mas achei que poderia ter aprofundado mais em alguns temas . vale a leitura .	bom mas não acrescenta muito .	bom	3.419893349355421e-06	0.0011981952414407235	0.0909090909090909
a máquina é grande e espaçosa , cabe bastante roupas !	gostei muito !	muito bom	0.39624062518028896	0.09069748827745895	0.17241379310344826
somente após a compra que foram avaliar a disponibilidade em estoque , ainda não recebi o estorno do valor .	não tinha estoque .	não recebi	0.1319049988210938	0.05501080739920602	0.13157894736842105
veio tudo certo , só demorou um pouco para recebe-lo mas foi dentro do prazo !	obrigada , tudo em ordem !	goste muito	0.0	0	0.0
produto muito bom considerando custo beneficio . recomendo .	cumpre o que promete !	muito bom	0.0	0	0.0
produto exelente , cumpre o combinado , superou oque imaginada , vale a pena com certeza .	gostei muito do produto	excelente	0.0	0	0.0
ótima televisão , muito simples de usar , imagens e aplicativos muito bons e a entrega foi antes do prazo	tv simples e ótima imagem	ótimo produto	0.0	0	0.0
todos da minha família e eu amemos este produto , em breve vão comprar com vocês também	é um ótimo produto	ame	0.0	0	0.0
entrega rápida . super recomendo carregador ótimo . conforme especificado	ótimo produto	ótimo	0.1319049988210938	0.06541924356118012	0.2631578947368421
produto muito ruim . muito diferente da foto propaganda enganosa . produto muito ruim .	produto ruim	produto muito	0.5	0.1495348781221221	0.25
ótimo produto , com a garantia de atendimento e entrega pela maior loja do brasil , na minha opinião !	perfeito	ótimo produto	0.0	0	0.0
nem recebi o produto , mandaram para o endereço errado e estou até agora esperando o reembolso	até agora esperando ressarcimento	não recebi	0.0	0	0.0
gostei do produto e da agilidade e atenção em entregar o produto	gostei muito	goste do	0.0	0	0.0
gostei muito exelente eu ja tinha comprei novamente	ótimo	muito bom	0.0	0	0.0
comprei e quando cheguei em casa não funcionou , levei na loja e troquei por outro . e novamente não funcionou . como só testei  dias depois perdi a garantia da loja e tenho que levar para assistencia tecnica que fica super distante da minha casa . enfim comprei um secador que não funciona	péssimo secador	não funciona	0.0	0	0.0
empresa sem credibilidade nunca mais compro pela a mericanas	não recebi o produto	empresa sem	0.0	0	0.0
produto perfeito . qualidade inquestionável . gostei muito do produto .	claro que recomendo .	excelente	0.0	0	0.0
as bobinas são versáteis , adaptaram-se muito bem à minha máquina e são bonitas ! e vêm num estojo muito prático !	gostei bastante !	muito bom !	0.5283208335737187	0.11362193664674995	0.16666666666666666
este livro é ótimo para preparação para concursos !	excelente produto !	excelente	0.00977286494181979	0.024066394763145416	0.17857142857142855
atendeu todas minhas expectativas , fácil para guardar e limpar .	produto ótimo	ótimo produto	1.0	0.1778279410038923	0.5
amamos a pet lopes e recomendo muitíssimo . qualidade/rapidez mas quero desconto para as próximas compras para comprar mais !	excelente compra sempre	excelente	0.00977286494181979	0.024066394763145416	0.17857142857142855
resultado de emagrecimento nao alcancado com o produto em si .	insatisfacao	nao gos	0.0	0	0.0
recebi o produto e fui testar . logo depois que liguei na tomada começou a sair fumaça . solicitei o cancelamento , porém até agora não recebi nenhum retorno .	saiu fumaça	produto com	0.0	0	0.0
sai de uma tv de newplasma de  que deu defeito para esta de  . apesar da nova ser um pouco menor , a qualidade da imagem k , a tela curva , o acesso à internet e o app do sporttv k na russia , incluído e gratuito , fizeram toda a diferença . estamos adorando !	adorando !	excelente	0.0	0	0.0
superou minhas expectativas . . cadeiras resistentes . demorou um pouco de chegar mas ainda veio antes do prazo . só vou envernizar mas não precisa lixar . . recomendo .	gostei muito	excelente produto	0.0	0	0.0
muito bom o produto , atendeu minhas nececidades , bom desmpenho , recomendo	ji mini	muito bom	0.0	0	0.0
a barraca é boa mas chegou com o elástico das varetas cortado em vários lugares .	chegou com um defeito	bom	0.0	0	0.0
dei de presente pra minha sogra , são lindas e recomendo !	lindas e ótimas !	linda	0.0	0	0.13513513513513511
pior empresa que já entrei em contato para compra . cancelaram meus pedidos sem me dar nenhuma explicação ! lixo empresa lixo . não indico a ninguém !	péssimo	lixo	0.0	0	0.0
excelentes ! ótimo custo/benefício . eu recomendo a loja e o produto !	muito boas !	ótimo custo	0.0	0	0.0
chegou antes do prazo estabelecido , bom atendimento . produto muito bom .	eu gostei muito do produto	goste muito	0.033688423633228826	0.03336574130316504	0.10638297872340426
produto muito bom ótima qualidade , pratico e fica lindo .	gostei	goste muito	0.0	0	0.0
gostei muito da fritadeira , atendeu minhas expectativas , hj testei chipas nela , ficaram ótimas . rápido cozimento . gostei bastante	ótimo produto	frita ch	0.0	0	0.0
não posso avaliar algo que não recebi , por isso no momento não recomendaria a loja que não teve competência para cumprir com suas obrigações , terceirizando suas entregas para transportadora que não teem o mínimo de competência para realizar e prestar um bom trabalho , numa vergonha !	produto não entregue	não recebi	0.39624062518028896	0.09069748827745895	0.17241379310344826
o alumínio das panelas são muito fino , e o anteaderente também , os cabos são fracos e não tem parafuso para apertar . sinceramente não gostei da qualidade , esperava coisa melhor , parece panela que vende na feira	jogo de panelas tramontina turim	produto fraco	0.0	0	0.0
o produto atendeu as minhas expectativas . tira os pelos rente raiz e o formato anatômico facilita o manuseio , principalmente na região da virilha .	muito bom !	goste muito	0.39624062518028896	0.09069748827745895	0.17241379310344826
já tive um jogo desse e gostei muito , qualidade sem igual ! o que me fez comprar novamente !	perfeito !	muito bom	0.0	0	0.0
excelente kit . o shampoo e o condicionador excelentes e com cheiro bom .	melhor kit	excelente	0.0	0	0.0
imaginei que gelasse mais , acredito que deve ser de placas e não de compressor	avaliação	gel	0.0	0	0.0
gostei do produto . precisávamos de uns pedestais para a banda . nada sofisticado . atendeu bem às expectativas .	bom custo-benefício	goste do	0.0	0	0.0
eu gostei do produto ainda estou em fase de avaliação mais por hora tudo certo	muito boa	goste muito	0.5	0.1495348781221221	0.25
lindo demais , ficou linda em minha casa . recomendo a todos	perfeito !	lindo	0.0	0	0.0
o produto é ótimo bem detalhado escala  .  a pintura é ótima a entrega foi super rápida em apenas  dias já estava disponivel nos correios pra retirada !	gostei muito do produto	muito bom	0.1319049988210938	0.05501080739920602	0.13157894736842105
ainda não foi possível ver resultados . as cápsulas têm um cheiro ruim , não sei se é do plástico , mas é ruim .	ainda é cedo	não goste	0.0	0	0.0
aparelho com recursos bem úteis para pessoas idosas e sem familiaridade com tecnologia de celulares . a configuração poderia sem mais simples .	produto atende ao que se propõe .	bom custo benefício	0.0	0	0.0
gostei muito do celular . o processador é rápido . a bateria faz jus à propaganda: dura muito . o design é bonito , é leve . só não gostei da câmera . qualidade das fotos ruim .	atendeu minha expectativa .	celular muito	0.0	0	0.0
cansada decepcionada triste comprei paguei e não recebi não aguento mais de ligar e pedir por aquilo que é meu descaso no meu caso	frustrante experiência atraso de  mes	não recebi	0.0	0	0.0
muito fácil de usar ! leve , potente e cumpre o que promete .	leve e prático	excelente produto	0.0	0	0.0
muito bom a camiseta , não esquenta muito , comprarei mais .	ótimo	goste muito	0.0	0	0.0
muito boa , esquenta bastante . o único ponto negativo é que não tem botão liga desliga . fora isso , recomendo !	ótima !	goste muito	0.0	0	0.0
bom produto . e cumpriu o prazo de entrega . cxxxxxxxxxcccxxxxccccccccxxxxxxxx .	bom produto e chegou no prazo marcado .	bom produto	0.0009081681611838048	0.015744053406497194	0.25337837837837834
entrega antes do prazo . me surpreendeu . alem do produto ser excelente . super recomendo americanas .	otimo produto	excelente	0.0	0	0.0
produto muito bom para diminuir espirro inverso e chances de lesão no joelho e pernas . só que o gosto nao é bom , tem q bater e misturar com fruta .	otimo	goste muito	0.0	0	0.0
ja tinha enviado uma reclamação a vocês sobre o produto . o mesmo não está funcionando .	nao funciona	produto com	0.0	0	0.0
produto superou minhas expectativas , veio completo com todos os acessórios . excelente produto	superou as espectativas	excelente produto	0.0	0	0.0
poupem o dinheiro de vocês , produto horrível . o site não atualiza as informações de rastreamento .	horrível	péss	0.0	0	0.0
se você esta lendo esta avaliação , é por que tem interesse nessa porcaria . faça um favor a si mesmo , fuja da razer .	olha o preço disso .	não compre	0.0	0	0.0
as toalhas tem o tamanho esperado , recomendo ! entregadores foram bem educados e no prazo correto .	toalhas de algodão .	goste muito	0.0	0	0.0
produto muito bom , só não indicaria por conta do frete . achei um absurdo ter que pagar  ,  . isso é um roubo !	excelente	muito bom	0.0	0	0.0
entrega muito rápida , produto de ótima qualidade , estou muito satisfeita , super indico .	satisfação	excelente	0.0	0	0.0
ontem dia  .  .  essa tv estava com desconto de  em x no cartão , quando colocava os dados do cartão o valor ficava normal sem o desconto , então americanas pare de querer enganar os clientes , por sorte eu não cliquei em comprar !	propaganda enganosa !	não compre	0.0	0	0.0
chegou rápido , produto bom e maior q esperava . ótimo vendedor .	perfeito	ótimo produto	0.0	0	0.0
pedi o cancelamento do produto pela americanas , ficaram de me mandar um e-mail com o procedimento que deveria ser feito pra fazer a devolução , e até hoje aguardo essa informação , fui obrigada a ficar com os produtos no qual não precisava mais , porém sobre o produto ótimo sem nenhuma reclamação	péssimo a interação da americanas com os clientes	produto ótimo	0.0	0	0.0
produto bom , difícil ser achado nas lojas , na americanas não .	muito bom	goste	0.0	0	0.0
gostei da cafeteira , linda ! superou as minhas expectativas	recomendo	excelente cafe	0.0	0	0.0
o churrasco fica pronto rápido , e a entrega da americanas é muito rápida	ótimo	ótimo produto	0.0	0.1495348781221221	0.45454545454545453
ao encaixar as peças elas não seguram muito bem ficam soltando uns dos carrinhos começou a falhar até que parou de funcionar , pelo valor achei que o brinquedo seria melhor !	brinquedo	não goste	0.0	0	0.0
o produto é leve , e deve ser bem resistente . gostei muito recomendo .	recomendo , muito bom .	goste muito	0.033688423633228826	0.03336574130316504	0.10638297872340426
superou minhas expectativas deixa tudo muito limpo e bem rapido pratico e facil de usar entrega muito rapida tbm .	gostei muito do produto	otim produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
excelente preço , bom acabamento e muito pontual na entrega .	excelente produto	excelente custo	0.5	0.1495348781221221	0.25
o ventilador e maravilhoso , silêncioso e potente , tudo que eu esperava , o preço estava bom , e a entrega dentro do prazo .	maravilhoso	excelente produto	0.0	0	0.0
dentro da relação custo benefício , o produto atendeu minha expectativa .	atendeu minha expectativa	goste do	0.0	0	0.0
chegou dentro do prazo , comprei para dar de presente , cumpre o q promete .	produto ok	ótimo produto	0.5	0.1495348781221221	0.25
cancelei pois o produto não correspondeu minhas expectativas estou esperando o estorno até agora nada	cancelamento	não recebi	0.0	0	0.0
produto de ótima qualidade . muito satisfeito . recomendo !	recomendo	excelente produto	0.0	0	0.0
não comprem , da vontade de jogar tudo fora , péssima qualidade	produto de péssima qualidade	péss	0.0	0	0.0
fiz o pedido dizia de  a  dias e na previsão de entregar estava pra  dias preciso que resolvam isso porque não vou paga  reais pra vir depois de  dias	pecimo	não recebi	0.0	0	0.0
produto exelente , lindo designer . recomendo	muito bom !	lindo	0.0	0	0.0
fone chegou hoje e a qualidade é péssima , só pra ter uma idéia , aquela caixinha que tem no meio do fone , os cabos estão invertidos , aquele símbolo da motorola está em baixo , enquanto os  fios estão do outro lado . não recomendo ! e se possível gostaria de trocar pois paguei pela garantia estendida .	horrível !				
do meus parabéns as lojas americanas tanto o produto como a entrega são excelentes recebi o produto antes do prazo estipulado ótima empresa gostaria q as outras seguisse o mesmo exemplo é a transportadora a direct muito eficaz queria q os correios focem assim	produto excelente	excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
hoje // não foi entregue . produto com mais de  dias de araso	não recebi o produto	não recebi	0.2638099976421876	0.11633369384516798	0.4934210526315789
é muito bom o telefone mas qdo está carregando ele aquece muito sendo q o meu smartphone anterior não aquecia para carregar . estranhei esse fato .	sm	muito bom	0.0	0	0.0
muito econômica , fácil de usar e ótima qualidade de impressão .	nota	excelente	0.0	0	0.0
